generation,N_shifts,logPrior,logLik,eventRate,acceptRate
1480000,5,36.3179,61.9793,2.40387,0.3944
1490000,3,26.3489,76.3105,2.07235,0.38815
1500000,4,31.9459,77.0491,1.33935,0.3947
1510000,0,6.59126,74.7362,0.32748,0.39
1520000,0,6.72606,72.4109,0.0678271,0.399988
1530000,0,6.55595,67.9466,0.144252,0.3841
1540000,1,13.6902,80.6643,0.683702,0.378067
1550000,1,13.365,76.8532,0.784084,0.404675
1560000,2,19.1618,68.4541,2.135,0.385443
1570000,0,6.85473,74.7567,0.555755,0.391875
1580000,0,6.90007,85.9631,0.0197047,0.376775
1590000,0,7.2458,70.8246,0.0155525,0.39115
1600000,0,7.42765,74.9283,0.0135518,0.3624
1610000,2,18.8382,76.6939,1.20198,0.3738
1620000,1,12.7578,72.4546,1.20691,0.3718
1630000,1,12.3903,77.0236,1.235,0.380133
1640000,1,13.8029,79.5928,0.190913,0.3898
1650000,0,7.01024,62.9127,0.0950329,0.396486
1660000,3,25.2396,73.2694,2.50104,0.4052
1670000,3,24.713,63.4025,0.635834,0.395109
1680000,2,17.2833,85.6616,1.25209,0.412
1690000,0,7.20693,74.2728,0.211158,0.385729
1700000,0,7.13588,65.8337,0.255877,0.3778
1710000,0,5.41797,68.248,1.94246,0.376057
1720000,1,11.8472,67.5779,0.559649,0.396425
1730000,0,6.38613,77.8235,1.02818,0.3803
1740000,0,6.80398,75.4863,0.328579,0.3754
1750000,2,19.0378,84.317,0.61358,0.3729
1760000,0,6.69687,71.476,0.391869,0.386625
1770000,1,10.6198,67.6905,0.834721,0.382788
1780000,0,6.87827,68.058,0.0594915,0.3904
1790000,0,6.01641,83.2937,0.460212,0.379367
1800000,1,12.8628,79.6808,2.01084,0.3828
1810000,0,6.61324,73.1806,0.648722,0.3746
1820000,1,13.7874,62.2906,0.985285,0.378408
1830000,0,6.84042,77.7537,0.482087,0.368
1840000,0,6.81736,77.3416,0.589028,0.355
1850000,0,2.74241,74.8835,2.1238,0.37671
1860000,2,20.1335,69.3799,0.617595,0.3887
1870000,0,7.19324,76.8288,0.201072,0.370256
1880000,2,16.4458,73.5704,2.27903,0.3645
1890000,0,6.96651,74.4274,0.397768,0.38725
1900000,0,7.04951,56.9675,0.0788217,0.375278
1910000,1,13.8492,81.6947,0.831004,0.3858
1920000,0,6.29109,71.3783,1.08154,0.38
1930000,0,7.21127,68.1997,0.167724,0.3811
1940000,1,11.1206,75.9187,2.17955,0.3868
1950000,1,10.907,72.6068,0.806627,0.3833
1960000,2,17.7438,75.8894,2.76903,0.392225
1970000,1,12.5028,61.2795,2.02429,0.376423
1980000,3,25.3928,64.6283,1.86804,0.38321
1990000,2,18.0457,81.6624,1.01416,0.387175
2000000,1,12.6886,71.0127,1.21337,0.38025
2010000,1,13.7509,67.3409,0.253914,0.3776
2020000,1,13.9108,75.1286,0.204956,0.37866
2030000,2,18.4846,77.1258,1.48079,0.38535
2040000,3,17.929,69.0929,2.01604,0.37366
2050000,0,6.67948,65.0283,0.390125,0.389567
2060000,0,7.25887,69.2704,0.108101,0.405
2070000,1,13.0224,66.5874,0.917669,0.384433
2080000,1,10.702,70.8597,3.89156,0.36565
2090000,2,17.5284,78.7935,1.36108,0.3831
2100000,3,20.9378,70.9678,1.36569,0.38775
2110000,1,13.8402,66.627,0.141128,0.383411
2120000,0,6.6681,79.9688,0.0540944,0.3583
2130000,1,7.5777,80.9618,0.359024,0.3824
2140000,0,6.57137,65.2998,0.180193,0.3819
2150000,2,20.9578,76.1557,0.714244,0.3588
2160000,1,10.2427,79.4457,0.471413,0.372333
2170000,0,6.68762,70.7627,0.198817,0.38275
2180000,1,10.4849,73.4776,1.96497,0.371933
2190000,0,6.49698,52.76,0.77903,0.3876
2200000,1,13.9274,75.9549,0.29145,0.375325
2210000,2,18.8113,74.7631,0.808325,0.39065
2220000,5,33.8358,69.8723,5.78898,0.384717
2230000,0,6.27127,69.1592,0.739832,0.4245
2240000,4,32.0845,70.4926,1.14152,0.3868
2250000,1,10.5375,58.5837,0.600544,0.397288
2260000,0,4.72836,70.7164,0.436128,0.4068
2270000,1,12.463,84.5697,1.78022,0.391433
2280000,1,10.5653,86.0375,0.0798577,0.3898
2290000,0,5.86764,67.0135,0.0319922,0.418233
2300000,0,4.92128,62.8993,0.288988,0.4109
