generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
1470000,Rana_shuchinae,Rana_johnsi,0,0.187604,-0.0366201,0.0584686,0
1480000,Rana_shuchinae,Rana_johnsi,0,0.0739724,-0.020482,0.0189219,0
1490000,Rana_shuchinae,Rana_johnsi,0,0.0931141,-0.00928147,0.0209678,0
1500000,Rana_shuchinae,Rana_johnsi,0,0.0703185,0.00473078,0.0233927,0
1500000,Rana_dybowskii,NA,31.1433,0.262566,0.0111093,0.0200839,0
1510000,Rana_shuchinae,Rana_johnsi,0,0.401109,-0.0698452,0.0154699,0
1520000,Rana_shuchinae,Rana_johnsi,0,0.0638725,0.0149753,0.0217964,0
1530000,Rana_shuchinae,Rana_johnsi,0,0.197418,-0.039337,0.00606656,0
1540000,Rana_shuchinae,Rana_johnsi,0,0.113358,-0.0393623,0.0151226,0
1550000,Rana_shuchinae,Rana_johnsi,0,0.201638,-0.0299445,0.0602528,0
1560000,Rana_shuchinae,Rana_johnsi,0,0.318207,-0.0488532,0.0257848,0
1560000,Rana_shuchinae,NA,24.3451,0.011386,-0.0533371,0.619479,0
1570000,Rana_shuchinae,Rana_johnsi,0,0.19418,-0.0381303,0.0374206,0
1570000,Rana_shuchinae,NA,1.6761,0.172353,-0.0336848,0.282911,0
1580000,Rana_shuchinae,Rana_johnsi,0,0.16719,-0.0364556,0.0107343,0
1590000,Rana_shuchinae,Rana_johnsi,0,0.16306,-0.0373132,0.0534551,0
1600000,Rana_shuchinae,Rana_johnsi,0,0.398347,-0.0713055,0.0174221,0
1600000,Rana_shuchinae,NA,2.0018,0.0636847,0.0238329,0.271874,0
1610000,Rana_shuchinae,Rana_johnsi,0,0.149696,-0.0298946,0.016486,0
1620000,Rana_shuchinae,Rana_johnsi,0,0.158358,-0.0354298,0.0250597,0
1630000,Rana_shuchinae,Rana_johnsi,0,0.12354,-0.0221839,0.00244622,0
1640000,Rana_shuchinae,Rana_johnsi,0,0.128361,-0.0138379,0.0227818,0
1650000,Rana_shuchinae,Rana_johnsi,0,0.0821631,-0.0129529,0.0464577,0
1660000,Rana_shuchinae,Rana_johnsi,0,0.600234,-0.0839535,0.0293139,0
1660000,Rana_shuchinae,NA,21.1976,0.0855554,0.0600738,0.297986,0
1670000,Rana_shuchinae,Rana_johnsi,0,0.00741893,-0.000530006,0.175654,0
1670000,Rana_johnsi,Rana_macrocnemis,7.90838,0.0790352,-0.0308151,0.0269831,0
