generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
600000,Rana_shuchinae,Rana_sylvatica,0,0.179981,-0.0344915,0.0121321,0
610000,Rana_shuchinae,Rana_sylvatica,0,0.266405,-0.0353268,0.0386604,0
620000,Rana_shuchinae,Rana_sylvatica,0,0.228672,-0.0450307,0.0116955,0
630000,Rana_shuchinae,Rana_sylvatica,0,0.210215,-0.0304912,0.0207973,0
640000,Rana_shuchinae,Rana_sylvatica,0,0.230253,-0.0414551,0.00483222,0
640000,Rana_palmipes,NA,42.4408,0.128803,-0.0216512,0.136126,0
650000,Rana_shuchinae,Rana_sylvatica,0,0.236975,-0.0335292,0.0540443,0
660000,Rana_shuchinae,Rana_sylvatica,0,0.123252,-0.0212337,0.00617159,0
660000,Rana_tarahumarae,NA,42.5049,0.312597,-0.00895878,0.202175,0
660000,Rana_macroglossa,NA,32.3592,0.135035,0.0250984,0.043797,0
670000,Rana_shuchinae,Rana_sylvatica,0,0.151811,-0.0274671,0.00572513,0
680000,Rana_shuchinae,Rana_sylvatica,0,0.405123,-0.0526543,0.060709,0
690000,Rana_shuchinae,Rana_sylvatica,0,0.142959,-0.0251259,0.0233178,0
700000,Rana_shuchinae,Rana_sylvatica,0,0.126753,-0.0148111,0.0241807,0
710000,Rana_shuchinae,Rana_sylvatica,0,0.319105,-0.0550404,0.0174581,0
720000,Rana_shuchinae,Rana_sylvatica,0,0.112754,-0.0197415,0.0192861,0
730000,Rana_shuchinae,Rana_sylvatica,0,0.187069,-0.0379994,0.00936513,0
730000,Rana_bwana,NA,41.9097,0.23008,0.0208229,0.298365,0
740000,Rana_shuchinae,Rana_sylvatica,0,0.218707,-0.0384542,0.0126538,0
750000,Rana_shuchinae,Rana_sylvatica,0,0.117189,-0.0174468,0.0144877,0
760000,Rana_shuchinae,Rana_sylvatica,0,0.171697,-0.029636,0.0062879,0
770000,Rana_shuchinae,Rana_sylvatica,0,0.199943,-0.0392878,0.00758633,0
780000,Rana_shuchinae,Rana_sylvatica,0,0.164881,-0.0292209,0.00523427,0
790000,Rana_shuchinae,Rana_sylvatica,0,0.285416,-0.0481521,0.0115949,0
800000,Rana_shuchinae,Rana_sylvatica,0,0.245728,-0.0466083,0.00812768,0
810000,Rana_shuchinae,Rana_sylvatica,0,0.29535,-0.0443406,0.0132876,0
820000,Rana_shuchinae,Rana_sylvatica,0,0.223845,-0.0332788,0.00695457,0
820000,Rana_tsushimensis,NA,34.095,0.0492231,-0.0262359,0.15739,0
830000,Rana_shuchinae,Rana_sylvatica,0,0.171734,-0.0392246,0.00645335,0
840000,Rana_shuchinae,Rana_sylvatica,0,0.108761,-0.00694095,0.0145501,0
850000,Rana_shuchinae,Rana_sylvatica,0,0.11651,-0.0209795,0.00583613,0
850000,Rana_dunni,NA,40.7319,0.237847,-0.00430916,0.122167,0
860000,Rana_shuchinae,Rana_sylvatica,0,0.18432,-0.0263883,0.0248907,0
870000,Rana_shuchinae,Rana_sylvatica,0,0.196381,-0.0297842,0.00567732,0
880000,Rana_shuchinae,Rana_sylvatica,0,0.120887,-0.019463,0.00704068,0
890000,Rana_shuchinae,Rana_sylvatica,0,0.206099,-0.0314675,0.0342898,0
900000,Rana_shuchinae,Rana_sylvatica,0,0.174209,-0.0370198,0.0090505,0
910000,Rana_shuchinae,Rana_sylvatica,0,0.219523,-0.0353667,0.0388942,0
920000,Rana_shuchinae,Rana_sylvatica,0,0.146071,-0.0352897,0.00151178,0
930000,Rana_shuchinae,Rana_sylvatica,0,0.253913,-0.0333912,0.0397228,0
940000,Rana_shuchinae,Rana_sylvatica,0,0.140065,-0.0260927,0.00275035,0
950000,Rana_shuchinae,Rana_sylvatica,0,0.161492,-0.0211466,0.0157182,0
960000,Rana_shuchinae,Rana_sylvatica,0,0.250942,-0.0431241,0.0247916,0
970000,Rana_shuchinae,Rana_sylvatica,0,0.174176,-0.0298331,0.0250949,0
980000,Rana_shuchinae,Rana_sylvatica,0,0.469063,-0.0489228,0.0555987,0
990000,Rana_shuchinae,Rana_sylvatica,0,0.169205,-0.0272647,0.00165686,0
1000000,Rana_shuchinae,Rana_sylvatica,0,0.280501,-0.0421007,0.0174297,0
1010000,Rana_shuchinae,Rana_sylvatica,0,0.117375,-0.0153841,0.0387658,0
1020000,Rana_shuchinae,Rana_sylvatica,0,0.192843,-0.024925,0.0263366,0
1030000,Rana_shuchinae,Rana_sylvatica,0,0.164183,-0.0232175,0.0111434,0
1040000,Rana_shuchinae,Rana_sylvatica,0,0.244248,-0.0370879,0.0372438,0
1050000,Rana_shuchinae,Rana_sylvatica,0,0.211039,-0.0368918,0.0136832,0
1060000,Rana_shuchinae,Rana_sylvatica,0,0.194019,-0.0335799,0.0142497,0
1070000,Rana_shuchinae,Rana_sylvatica,0,0.181288,-0.0296091,0.0131601,0
1080000,Rana_shuchinae,Rana_sylvatica,0,0.40286,-0.0479011,0.0269239,0
1090000,Rana_shuchinae,Rana_sylvatica,0,0.129094,-0.0225126,0.0249448,0
1100000,Rana_shuchinae,Rana_sylvatica,0,0.246789,-0.0393122,0.0253133,0
1110000,Rana_shuchinae,Rana_sylvatica,0,0.178924,-0.0291576,0.00448152,0
1120000,Rana_shuchinae,Rana_sylvatica,0,0.222849,-0.0386007,0.0102105,0
1130000,Rana_shuchinae,Rana_sylvatica,0,0.16075,-0.0366743,0.00266282,0
1140000,Rana_shuchinae,Rana_sylvatica,0,0.200034,-0.0349903,0.00213262,0
1150000,Rana_shuchinae,Rana_sylvatica,0,0.171424,-0.0229922,0.016843,0
1160000,Rana_shuchinae,Rana_sylvatica,0,0.164364,-0.030772,0.0177963,0
1170000,Rana_shuchinae,Rana_sylvatica,0,0.154252,-0.0321075,0.00976416,0
1180000,Rana_shuchinae,Rana_sylvatica,0,0.288203,-0.0454412,0.0378486,0
1190000,Rana_shuchinae,Rana_sylvatica,0,0.0840079,-0.0183797,0.00299943,0
1200000,Rana_shuchinae,Rana_sylvatica,0,0.209686,-0.0322028,0.0116071,0
1210000,Rana_shuchinae,Rana_sylvatica,0,0.196261,-0.0356653,0.00591647,0
1220000,Rana_shuchinae,Rana_sylvatica,0,0.335268,-0.048185,0.0239502,0
1230000,Rana_shuchinae,Rana_sylvatica,0,0.148715,-0.0328791,0.0232585,0
1240000,Rana_shuchinae,Rana_sylvatica,0,0.183751,-0.0328385,0.0137891,0
1250000,Rana_shuchinae,Rana_sylvatica,0,0.147878,-0.0327649,0.0141655,0
1260000,Rana_shuchinae,Rana_sylvatica,0,0.202197,-0.0282679,0.0223431,0
1270000,Rana_shuchinae,Rana_sylvatica,0,0.160911,-0.0303607,0.000752711,0
1280000,Rana_shuchinae,Rana_sylvatica,0,0.26848,-0.0434242,0.000193672,0
1290000,Rana_shuchinae,Rana_sylvatica,0,0.172102,-0.0323104,0.00449999,0
1290000,Rana_bwana,Rana_palmipes,33.7235,0.0840153,-0.0304188,0.124036,0
1300000,Rana_shuchinae,Rana_sylvatica,0,0.224632,-0.0436348,0.00396059,0
1310000,Rana_shuchinae,Rana_sylvatica,0,0.211526,-0.0334858,0.00955327,0
1320000,Rana_shuchinae,Rana_sylvatica,0,0.287267,-0.0445969,0.0252586,0
1330000,Rana_shuchinae,Rana_sylvatica,0,0.25201,-0.0488727,0.00473329,0
