generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
82200000,Rana_weiningensis,NA,28.717,0.00646858,-0.000781138,0.372591,0
82300000,Rana_weiningensis,Rana_shuchinae,0,0.317847,-0.0409584,0.00156623,0
82300000,Rana_weiningensis,NA,1.70594,0.0765358,-0.0194247,0.225834,0
82400000,Rana_weiningensis,Rana_shuchinae,0,0.249947,-0.0417894,0.0033601,0
82500000,Rana_weiningensis,Rana_shuchinae,0,0.140873,-0.0253107,0.00813603,0
82500000,Rana_amurensis,NA,41.6695,0.143538,-0.000817919,0.666771,0
82600000,Rana_weiningensis,Rana_shuchinae,0,0.135173,-0.0260509,0.00189364,0
82700000,Rana_weiningensis,Rana_shuchinae,0,0.160316,-0.0289309,0.00105675,0
82700000,Rana_chensinensis,NA,44.2742,0.0629322,0.034353,0.187561,0
82800000,Rana_weiningensis,Rana_shuchinae,0,0.265286,-0.0416205,0.00935412,0
82900000,Rana_weiningensis,Rana_shuchinae,0,0.260136,-0.0392606,0.00324532,0
83000000,Rana_weiningensis,Rana_shuchinae,0,0.239591,-0.0266889,0.0587432,0
83000000,Rana_weiningensis,NA,24.7344,0.220637,-0.0421474,0.373437,0
